GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
105374264	NA	1.83e-02	0.9808	-2.3601574	-2.3148366	8.59	LOC105374264	uncharacterized LOC105374264
107986167	NA	8.56e-01	0.6492	0.1817077	0.1179731	16.05	LOC107986167	uncharacterized LOC107986167
285386	NA	3.43e-01	0.6684	-0.9478202	-0.63355	15.28	TPRG1	tumor protein p63 regulated 1
8626	NA	9.67e-01	1.0078	-0.040896	-0.0412154	7.05	TP63	tumor protein p63
9076	NA	6.55e-02	0.8848	1.8416062	1.6294569	9.5	CLDN1	claudin 1
84239	NA	7.84e-01	0.8075	-0.2746551	-0.2217866	10.02	ATP13A4	ATPase 13A4
105374286	NA	5.40e-01	0.7635	0.6131226	0.4681072	11.56	LOC105374286	uncharacterized LOC105374286
105374297	NA	6.78e-01	0.6914	-0.4158163	-0.2875036	14.16	LOC105374297	uncharacterized LOC105374297
100128262	NA	9.53e-01	0.5955	0.0595658	0.0354711	20.12	TNK2-AS1	TNK2 antisense RNA 1
105374301	NA	6.67e-01	0.7086	0.4307512	0.3052194	13.3	LOC105374301	
200931	NA	5.08e-01	0.7383	0.6623306	0.4889809	12.85	SLC51A	solute carrier family 51 subunit alpha
100874214	NA	5.60e-01	0.6367	-0.5824562	-0.3708313	16.88	TM4SF19-AS1	TM4SF19 antisense RNA 1
100874034	NA	9.13e-01	0.5802	-0.1089539	-0.0632128	19.66	UBXN7-AS1	UBXN7 antisense RNA 1
105374306	NA	3.52e-01	0.864	0.9299589	0.803518	9.28	LOC105374306	uncharacterized LOC105374306
100507086	NA	5.66e-01	0.4724	0.5734893	0.2709365	30.5	DLG1-AS1	DLG1 antisense RNA 1
100129516	NA	8.33e-01	0.5076	-0.2106457	-0.106923	26.63	LINC02012	long intergenic non-protein coding RNA 2012
107986175	NA	5.93e-01	0.838	0.5344679	0.4478806	9.64	LOC107986175	
100873947	NA	8.90e-01	0.4985	0.1387863	0.069186	26.8	LMLN-AS1	LMLN antisense RNA 1
107986246	NA	7.77e-01	0.7547	0.2838582	0.2142352	11.78	LOC107986246	uncharacterized LOC107986246
10815	NA	6.72e-01	0.4696	0.4227743	0.198553	29.92	CPLX1	complexin 1
152877	NA	8.94e-01	0.5429	0.1327649	0.0720716	25.09	FAM53A	family with sequence similarity 53 member A
677770	NA	3.75e-01	0.8126	0.887215	0.7209911	10.24	SCARNA22	small Cajal body-specific RNA 22
401115	NA	3.87e-01	0.7543	-0.8650542	-0.6525027	12.86	C4orf48	chromosome 4 open reading frame 48
353497	NA	9.46e-01	0.5394	-0.0681568	-0.0367664	22.96	POLN	DNA polymerase nu
100616358	NA	4.05e-02	0.7542	-2.0490718	-1.5454068	13.07	MIR4800	microRNA 4800
105374352	NA	6.44e-01	0.6752	0.4623337	0.3121865	14.89	LOC105374352	uncharacterized LOC105374352
402160	NA	2.32e-02	0.7683	2.2695912	1.7436905	13.5	CFAP99	cilia and flagella associated protein 99
100507266	NA	4.18e-01	0.8405	0.809843	0.6807009	9.38	STX18-AS1	STX18 antisense RNA 1 (head to head)
4487	NA	5.95e-01	0.5926	0.531971	0.3152292	19.83	MSX1	msh homeobox 1
152789	NA	4.41e-01	0.7808	-0.7699042	-0.601173	11.05	JAKMIP1	janus kinase and microtubule interacting protein 1
339988	NA	6.32e-01	0.7663	0.4790789	0.3671183	11.16	LINC02481	long intergenic non-protein coding RNA 2481
8532	NA	6.42e-01	0.5061	-0.4646553	-0.2351637	25.72	CPZ	carboxypeptidase Z
105369250	NA	1.04e-01	1.0509	-1.6275066	-1.7103317	7.05	LOC105369250	uncharacterized LOC105369250
9957	NA	5.61e-01	0.7865	0.5811189	0.4570623	11.08	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
579	NA	7.27e-01	0.8025	0.3496211	0.2805656	10.26	NKX3-2	NK3 homeobox 2
201853	NA	8.58e-01	0.475	-0.1790214	-0.0850347	30.17	LINC00504	long intergenic non-protein coding RNA 504
105374510	NA	2.41e-01	0.6426	-1.1724229	-0.7534117	16.4	LOC105374510	uncharacterized LOC105374510
55203	NA	6.44e-01	0.7857	-0.4623905	-0.3633095	10.52	LGI2	leucine rich repeat LGI family member 2
285540	NA	2.31e-01	0.5019	-1.1968362	-0.6007215	28.4	SEPSECS-AS1	SEPSECS antisense RNA 1 (head to head)
102723415	NA	2.38e-01	0.687	-1.1800637	-0.8106847	14.67	LOC102723415	replaced by ID 79667
80008	NA	2.91e-01	0.5607	1.05616	0.5922413	22.66	TMEM156	transmembrane protein 156
344967	NA	8.41e-01	0.7688	-0.2000625	-0.1537999	11.17	LOC344967	acyl-CoA thioesterase 7 pseudogene
7345	NA	6.44e-01	0.5548	0.461508	0.2560275	21.48	UCHL1	ubiquitin C-terminal hydrolase L1
677810	NA	2.91e-01	0.713	1.0554496	0.7525146	13.17	SNORA26	small nucleolar RNA, H/ACA box 26
107986281	NA	5.85e-01	0.7416	0.5457256	0.4047124	12	LOC107986281	uncharacterized LOC107986281
10874	NA	3.28e-01	0.757	0.9782652	0.7405675	11.7	NMU	neuromedin U
28983	NA	2.04e-01	0.6684	1.270565	0.8493036	15.16	TMPRSS11E	transmembrane serine protease 11E
7367	NA	2.39e-02	1.2359	2.2581456	2.7907347	6.16	UGT2B17	UDP glucuronosyltransferase family 2 member B17
7366	NA	6.12e-03	0.669	2.7410432	1.8338061	18.8	UGT2B15	UDP glucuronosyltransferase family 2 member B15
374	NA	7.19e-02	0.7659	1.7994878	1.3782845	12.08	AREG	amphiregulin
25849	NA	1.61e-01	0.8589	1.4029377	1.2050446	9.39	PARM1	prostate androgen-regulated mucin-like protein 1
8999	NA	2.86e-01	0.8604	-1.0680156	-0.9188922	9.1	CDKL2	cyclin dependent kinase like 2
105377286	NA	1.79e-01	0.5321	-1.3450666	-0.7156911	23.58	LOC105377286	uncharacterized LOC105377286
105377290	NA	2.71e-01	0.6755	1.1009709	0.7437334	15.27	LOC105377290	uncharacterized LOC105377290
107986291	NA	8.41e-01	0.7397	0.2005088	0.1483236	11.91	LOC107986291	
105377294	NA	2.41e-01	0.5654	1.1736162	0.6635448	23.1	LOC105377294	uncharacterized LOC105377294
105377291	NA	7.69e-01	0.6062	-0.2934269	-0.1778883	17.93	LOC105377291	uncharacterized LOC105377291
118429	NA	6.63e-01	1.0213	0.4357576	0.445045	7.71	ANTXR2	ANTXR cell adhesion molecule 2
5593	NA	2.19e-01	0.7093	1.2283329	0.8712154	13.74	PRKG2	protein kinase cGMP-dependent 2
106633808	NA	8.20e-01	0.7704	0.2275603	0.1753222	10.94	SNORD143	small nucleolar RNA, C/D box 143
51316	NA	7.88e-01	0.6923	0.2686441	0.185974	13.74	PLAC8	placenta associated 8
102723338	NA	1.54e-01	0.9139	-1.4246715	-1.3020058	8.98	LOC102723338	uncharacterized LOC102723338
8404	NA	5.83e-01	0.7571	0.5490593	0.4156845	11.41	SPARCL1	SPARC like 1
1758	NA	5.15e-03	0.5196	-2.7975714	-1.4536981	27.48	DMP1	dentin matrix acidic phosphoprotein 1
102723458	NA	8.19e-01	0.5385	0.2293862	0.1235237	23.28	LOC102723458	uncharacterized LOC102723458
266812	NA	1.96e-01	0.6345	1.2938074	0.8209736	17.21	NAP1L5	nucleosome assembly protein 1 like 5
285512	NA	3.29e-01	0.5321	-0.9768362	-0.5198032	24.61	FAM13A-AS1	FAM13A antisense RNA 1
100507053	NA	5.08e-01	0.6432	0.661402	0.4253992	16.33	LOC100507053	uncharacterized LOC100507053
27071	NA	7.67e-01	0.7038	0.2966748	0.2088075	14.64	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
105377347	NA	1.03e-01	0.7579	1.6291132	1.2347765	12.1	LOC105377347	uncharacterized LOC105377347
105377348	NA	2.97e-01	0.6137	1.0433148	0.6402601	17.85	UBE2D3-AS1	UBE2D3 antisense RNA 1
80319	NA	5.64e-01	0.8467	-0.576932	-0.4884596	9.21	CXXC4	CXXC finger protein 4
105377352	NA	5.91e-01	0.946	-0.5369386	-0.5079624	8.58	LOC105377352	uncharacterized LOC105377352
102725220	NA	1.40e-01	0.9341	-1.4764882	-1.3791893	8.5	LOC102725220	uncharacterized LOC102725220
107986298	NA	8.68e-01	0.4729	-0.1665368	-0.0787509	30.54	LOC107986298	uncharacterized LOC107986298
51176	NA	5.34e-01	0.6398	0.6221815	0.3980574	16.09	LEF1	lymphoid enhancer binding factor 1
100533182	NA	4.31e-01	0.6466	-0.7872313	-0.5089937	16.25	SEC24B-AS1	SEC24B antisense RNA 1
677809	NA	1.08e-01	0.7797	1.6072152	1.2531888	12.12	SNORA24	small nucleolar RNA, H/ACA box 24
101926918	NA	6.06e-01	0.5327	-0.51571	-0.2747336	23.64	GTF2IP12	general transcription factor IIi pseudogene 12
112268469	NA	3.08e-01	0.4704	-1.0204052	-0.4800114	30.15	LOC112268469	uncharacterized LOC112268469
100507487	NA	3.91e-01	0.7696	-0.857534	-0.6599689	11.67	LINC02615	long intergenic non-protein coding RNA 2615
101927359	NA	3.59e-02	0.5371	-2.098005	-1.1268932	24	PCDH10-DT	PCDH10 divergent transcript
105377623	NA	9.70e-01	0.8733	-0.0374765	-0.0327276	9.99	LOC105377623	uncharacterized LOC105377623
2996	NA	8.03e-01	0.6771	0.2490371	0.1686241	14.2	GYPE	glycophorin E (MNS blood group)
8944	NA	6.70e-01	0.6864	0.4257795	0.2922388	14.35	SNORD73A	small nucleolar RNA, C/D box 73A
201798	NA	3.12e-01	0.5854	-1.0113182	-0.5919875	20.87	TIGD4	tigger transposable element derived 4
729870	NA	7.22e-01	0.6833	0.3556503	0.2430133	18.36	LOC729870	uncharacterized LOC729870
303	NA	2.64e-01	0.5104	1.1160226	0.5695737	26.12	ANXA2P1	annexin A2 pseudogene 1
2266	NA	8.69e-02	0.9516	1.7120622	1.6291668	8.35	FGG	fibrinogen gamma chain
9227	NA	5.70e-01	0.7035	-0.5679822	-0.3995711	14.2	LRAT	lecithin retinol acyltransferase
102724776	NA	5.50e-01	0.4724	0.5978009	0.2823859	29.69	MAP9-AS1	MAP9 antisense RNA 1
2983	NA	6.99e-01	0.925	0.3873165	0.358254	8.36	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1
56034	NA	7.47e-02	0.4892	-1.7825244	-0.8720981	29.76	PDGFC	platelet derived growth factor C
101928007	NA	2.28e-01	0.9791	1.2061255	1.1809623	7.68	LOC101928007	uncharacterized LOC101928007
56884	NA	1.15e-01	0.5985	-1.5742232	-0.942184	19.27	FSTL5	follistatin like 5
4889	NA	3.21e-01	0.4707	0.9930279	0.4674636	29.99	NPY5R	neuropeptide Y receptor Y5
23520	NA	9.95e-01	0.559	0.0059825	0.0033441	21.15	ANP32C	acidic nuclear phosphoprotein 32 family member C
107986326	NA	6.17e-01	0.6144	-0.500596	-0.3075801	18.21	LOC107986326	uncharacterized LOC107986326
105377540	NA	6.61e-01	0.8095	0.4390904	0.3554333	9.98	SAP30-DT	SAP30 divergent transcript
53842	NA	6.14e-01	0.5209	-0.5045618	-0.2628337	24.66	CLDN22	claudin 22
389247	NA	9.86e-01	0.7935	0.0178271	0.0141452	10.89	ING2-DT	ING2 divergent transcript
353322	NA	8.32e-01	0.517	0.2115294	0.1093677	25.31	ANKRD37	ankyrin repeat domain 37
256309	NA	4.17e-01	0.8815	0.8123023	0.7160797	8.94	CCDC110	coiled-coil domain containing 110
27295	NA	1.05e-02	0.613	2.5576854	1.567744	19.43	PDLIM3	PDZ and LIM domain 3
25854	NA	2.15e-01	0.5375	-1.24076	-0.6668738	23.1	FAM149A	family with sequence similarity 149 member A
728339	NA	9.04e-01	0.7944	-0.1209879	-0.0961076	10.41	FRG1-DT	FRG1 divergent transcript
153478	NA	9.77e-01	0.7292	-0.0292697	-0.0213442	12.26	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B
85409	NA	6.24e-01	0.5418	-0.4897169	-0.2653407	24.28	NKD2	NKD inhibitor of WNT signaling pathway 2
7015	NA	8.61e-02	0.8311	-1.7163076	-1.4263604	10.89	TERT	telomerase reverse transcriptase
6531	NA	6.77e-03	1.0712	2.7078303	2.9007016	8.63	SLC6A3	solute carrier family 6 member 3
107986397	NA	9.62e-01	0.955	0.047818	0.045667	8.24	LOC107986397	uncharacterized LOC107986397
101929003	NA	4.55e-01	0.7456	-0.7466002	-0.5566636	12.13	LOC101929003	uncharacterized LOC101929003
102724943	NA	3.64e-02	0.5909	-2.0923363	-1.2363067	20.56	LOC102724943	splicing factor 3A subunit 2
134121	NA	8.00e-02	0.5169	-1.7506673	-0.9049759	25.8	CFAP90	cilia and flagella associated protein 90
100505806	NA	3.37e-02	0.479	-2.1237504	-1.0172102	29.92	SNHG18	small nucleolar RNA host gene 18
83853	NA	1.62e-02	0.8293	2.403992	1.9935338	11.47	ROPN1L	rhophilin associated tail protein 1 like
651746	NA	1.03e-01	0.54	-1.6294262	-0.8798203	24.08	ANKRD33B	ankyrin repeat domain 33B
101929524	NA	4.39e-01	0.845	-0.7741204	-0.6541266	9.29	RETREG1-AS1	RETREG1 antisense RNA 1
107986408	NA	9.37e-01	0.5304	0.0790653	0.0419334	23.55	LINC02100	long intergenic non-protein coding RNA 2100
112267938	NA	4.59e-01	0.6962	-0.7408525	-0.5157794	13.54	LOC112267938	
23037	NA	6.11e-01	0.5601	-0.5092364	-0.2852412	23.22	PDZD2	PDZ domain containing 2
107986411	NA	5.40e-01	0.5979	-0.6123185	-0.3660817	18.87	TARS1-DT	TARS1 divergent transcript
646652	NA	5.41e-01	0.7331	0.6113612	0.4482077	12.19	LOC646652	integral membrane glycoprotein-like pseudogene
101929704	NA	2.86e-01	0.5086	-1.0668253	-0.5425473	27.97	TTC23L-AS1	TTC23L antisense RNA 1
2668	NA	7.69e-02	0.76	1.7692076	1.3446183	12.65	GDNF	glial cell derived neurotrophic factor
100506495	NA	8.40e-01	0.5312	-0.2014986	-0.1070323	24.39	LIFR-AS1	LIFR antisense RNA 1
100874002	NA	5.30e-01	0.4962	-0.627735	-0.3114508	27	OXCT1-AS1	OXCT1 antisense RNA 1
2690	NA	9.49e-01	0.6078	0.063573	0.0386427	17.71	GHR	growth hormone receptor
105374748	NA	2.67e-01	0.7914	1.1110906	0.8793661	10.94	LOC105374748	uncharacterized LOC105374748
389289	NA	4.60e-01	0.5049	-0.7381087	-0.3726497	27.01	ANXA2R	annexin A2 receptor
167359	NA	6.37e-02	0.5784	1.8543438	1.0724908	20.85	NIM1K	NIM1 serine/threonine protein kinase
105374749	NA	5.99e-01	0.7466	0.5265463	0.3931386	12	C5orf34-AS1	C5orf34 antisense RNA 1
101928630	NA	7.71e-01	0.6405	0.2916615	0.1868092	16.41	SMIM15-AS1	SMIM15 antisense RNA 1
285671	NA	4.84e-01	0.487	-0.7005048	-0.3411736	28.18	RNF180	ring finger protein 180
105369228	NA	3.88e-01	0.4708	-0.8640258	-0.406822	30.83	LOC105369228	uncharacterized LOC105369228
107986372	NA	8.15e-01	0.4926	0.2344319	0.1154744	27.46	LOC107986372	mitochondrial import receptor subunit TOM5 homolog
441081	NA	6.57e-01	0.7071	-0.4434771	-0.3135675	13.02	LOC441081	POM121 membrane glycoprotein (rat) pseudogene
107986373	NA	8.15e-01	0.4926	0.2344319	0.1154744	27.46	LOC107986373	mitochondrial import receptor subunit TOM5 homolog
112267942	NA	4.47e-01	0.4777	-0.7608171	-0.3634724	28.82	LOC112267942	uncharacterized LOC112267942
105379016	NA	9.74e-02	1.0224	-1.657802	-1.6949207	7.08	LOC105379016	uncharacterized LOC105379016
134285	NA	5.11e-01	0.9248	0.6574706	0.6080126	8.31	TMEM171	transmembrane protein 171
107986383	NA	3.35e-01	0.4793	-0.9632471	-0.4616964	28.87	LOC107986383	uncharacterized LOC107986383
10788	NA	6.31e-05	0.8711	4.0010807	3.4853609	15.79	IQGAP2	IQ motif containing GTPase activating protein 2
23440	NA	9.47e-01	1.0184	0.0663049	0.0675232	7.29	OTP	orthopedia homeobox
635	NA	6.10e-01	0.6507	0.5103247	0.3320501	16.19	BHMT	betaine--homocysteine S-methyltransferase
102724530	NA	6.95e-01	0.6816	0.3920094	0.267204	15.78	LOC102724530	uncharacterized LOC102724530
101929201	NA	3.16e-01	0.914	1.0031042	0.9168257	8.12	LOC101929201	uncharacterized LOC101929201
644936	NA	4.61e-01	0.6774	-0.7376066	-0.4996518	14.58	LOC644936	actin beta pseudogene
5924	NA	5.86e-01	0.6226	0.5444771	0.3389645	16.95	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
112267943	NA	2.04e-01	0.6601	-1.2705665	-0.8387098	15.6	LOC112267943	replaced by ID 153396
107986432	NA	2.18e-02	0.6423	-2.2932622	-1.4730162	17.54	LOC107986432	uncharacterized LOC107986432
441094	NA	8.36e-01	0.732	-0.2064202	-0.1511055	12.19	NR2F1-AS1	NR2F1 antisense RNA 1
7025	NA	4.29e-01	0.5925	-0.7909826	-0.4686866	20.2	NR2F1	nuclear receptor subfamily 2 group F member 1
79772	NA	3.32e-01	0.5696	-0.9699498	-0.5524507	20.37	MCTP1	multiple C2 and transmembrane domain containing 1
317671	NA	5.36e-02	0.4825	1.9298712	0.9311609	30.89	RFESD	Rieske Fe-S domain containing
107986364	NA	6.08e-01	0.9106	-0.5127409	-0.4668839	8.48	LOC107986364	
64167	NA	6.29e-01	0.8291	0.4835475	0.4009187	11.83	ERAP2	endoplasmic reticulum aminopeptidase 2
503569	NA	9.56e-01	0.5699	0.0555834	0.0316744	20.79	RGMB-AS1	RGMB antisense RNA 1
100289230	NA	4.81e-01	0.6479	0.7050552	0.4568393	15.98	LOC100289230	uncharacterized LOC100289230
107986437	NA	1.17e-02	0.8282	-2.5199577	-2.0869993	11.52	LOC107986437	uncharacterized LOC107986437
285638	NA	2.76e-01	0.8281	-1.0887409	-0.9016069	11.5	LOC285638	uncharacterized LOC285638
54508	NA	5.82e-01	0.7957	-0.5505422	-0.4380903	10.3	EPB41L4A-DT	EPB41L4A divergent transcript
3781	NA	7.82e-01	0.6993	0.2764939	0.193342	13.76	KCNN2	potassium calcium-activated channel subfamily N member 2
101927100	NA	6.15e-01	0.7106	0.5029599	0.3574193	12.93	TICAM2-AS1	TICAM2 antisense RNA 1
4015	NA	4.12e-02	0.8711	2.0410596	1.7780636	10.17	LOX	lysyl oxidase
105379154	NA	2.75e-01	0.6674	1.0920014	0.7287866	15.09	LOC105379154	uncharacterized LOC105379154
107986447	NA	3.70e-01	0.7078	0.8958075	0.634067	15.14	PPIC-AS1	PPIC antisense RNA 1
105379163	NA	6.38e-01	0.6069	-0.4702168	-0.2853879	19.44	LOC105379163	uncharacterized LOC105379163
105379198	NA	6.10e-01	0.7523	0.510114	0.3837801	11.82	LOC105379198	uncharacterized LOC105379198
728586	NA	8.86e-01	0.4883	-0.1427819	-0.0697259	27.68	CCDC192	coiled-coil domain containing 192
100127206	NA	4.93e-01	0.56	-0.6853666	-0.3838187	21.32	MINAR2	membrane integral NOTCH2 associated receptor 2
553103	NA	1.56e-02	0.6561	2.4191941	1.5871805	17.53	MIR3936HG	MIR3936 host gene
441108	NA	6.29e-01	0.7917	0.4829282	0.3823583	10.6	IRF1-AS1	IRF1 antisense RNA 1
645121	NA	1.69e-01	0.6161	-1.3763821	-0.8480383	17.61	CCNI2	cyclin I family member 2
116842	NA	5.36e-01	0.6461	-0.6196059	-0.4003433	15.83	LEAP2	liver enriched antimicrobial peptide 2
105379180	NA	3.78e-01	0.7656	0.8817375	0.6750974	11.34	CTB-3M24.3	uncharacterized CTB-3M24.3
347732	NA	7.07e-01	0.6573	0.3763097	0.2473417	15.86	CATSPER3	cation channel sperm associated 3
100130172	NA	4.57e-01	0.468	-0.7434724	-0.3479469	30.26	FAM13B-AS1	FAM13B antisense RNA 1
2676	NA	3.99e-01	0.5218	-0.8441577	-0.4404949	26.48	GFRA3	GDNF family receptor alpha 3
51308	NA	2.75e-01	0.5198	-1.0924727	-0.5678732	24.64	REEP2	receptor accessory protein 2
109617013	NA	9.95e-01	0.6738	0.0062805	0.0042318	14.84	SNORD63B	small nucleolar RNA, C/D box 63B
26785	NA	4.58e-01	0.8466	0.7415289	0.6278069	9.19	SNORD63	small nucleolar RNA, C/D box 63
105379194	NA	7.30e-01	0.5374	0.3453105	0.1855538	23.24	CTNNA1-AS1	CTNNA1 antisense RNA 1
9963	NA	6.32e-01	0.6826	-0.4782958	-0.3264622	14.35	SLC23A1	solute carrier family 23 member 1
111082989	NA	2.10e-01	0.7716	1.2524854	0.9663699	11.41	CXXC5-AS1	CXXC5 antisense RNA 1
84249	NA	3.05e-02	0.5229	2.1632606	1.1310991	26.18	PSD2	pleckstrin and Sec7 domain containing 2
26167	NA	8.33e-01	0.6465	0.2108477	0.1363131	15.74	PCDHB5	protocadherin beta 5
56130	NA	4.51e-01	0.5047	-0.7542196	-0.3806476	26.69	PCDHB6	protocadherin beta 6
54660	NA	1.94e-01	0.6236	-1.2992532	-0.8102757	17.47	PCDHB18P	protocadherin beta 18 pseudogene
84054	NA	5.50e-01	0.4675	-0.5982721	-0.2796864	30.06	PCDHB19P	protocadherin beta 19 pseudogene
105378199	NA	5.53e-01	0.8648	-0.5936075	-0.5133319	8.75	LOC105378199	uncharacterized LOC105378199
64411	NA	1.61e-01	0.6085	-1.4009839	-0.8524565	19.05	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
107986454	NA	5.20e-02	0.7535	-1.9430065	-1.4641511	12.62	LOC107986454	uncharacterized LOC107986454
153770	NA	7.94e-01	0.703	0.2608687	0.183394	13.17	PLAC8L1	PLAC8 like 1
202374	NA	6.75e-01	0.6345	0.4198056	0.2663808	16.38	STK32A	serine/threonine kinase 32A
79628	NA	1.73e-01	0.5212	-1.3628929	-0.7102768	24.79	SH3TC2	SH3 domain and tetratricopeptide repeats 2
105378235	NA	6.56e-01	0.5237	0.4451861	0.2331605	24.15	ATOX1-AS1	ATOX1 antisense RNA 1
112267936	NA	6.08e-02	0.6064	1.8750161	1.1369997	19.02	LOC112267936	uncharacterized LOC112267936
2172	NA	9.29e-01	0.615	-0.0886726	-0.0545346	17.6	FABP6	fatty acid binding protein 6
101927862	NA	1.21e-02	0.9578	2.5085114	2.4027642	9.69	TENM2-AS1	TENM2 antisense RNA 2
2299	NA	7.13e-01	0.5876	-0.3678818	-0.2161681	19.99	FOXI1	forkhead box I1
100268168	NA	7.51e-01	0.6088	0.3175277	0.1933162	18.34	RPL26L1-AS1	RPL26L1 antisense RNA 1
105377731	NA	8.29e-01	0.8497	-0.2159087	-0.1834518	9.17	LOC105377731	uncharacterized LOC105377731
105377735	NA	8.31e-01	0.8476	-0.2130097	-0.1805449	9.29	LOC105377735	
3274	NA	7.79e-01	0.5592	0.2805615	0.1569034	22.74	HRH2	histamine receptor H2
107986485	NA	2.16e-02	1.0483	-2.298127	-2.4092381	7.6	LOC107986485	
643201	NA	9.79e-02	0.6849	-1.6552842	-1.1337081	14.63	LOC643201	centrosomal protein 192kDa pseudogene
10636	NA	3.38e-01	0.6328	-0.9579146	-0.6062044	16.95	RGS14	regulator of G protein signaling 14
340037	NA	4.14e-01	0.5065	0.8163863	0.4135161	25.78	PRR7-AS1	PRR7 antisense RNA 1
91522	NA	5.80e-01	0.7822	-0.5528715	-0.4324817	10.83	COL23A1	collagen type XXIII alpha 1 chain
105377763	NA	6.05e-01	0.5967	0.5175802	0.3088659	18.44	LOC105377763	uncharacterized LOC105377763
102725231	NA	7.36e-01	0.7923	-0.3367409	-0.2667921	10.88	LOC102725231	uncharacterized LOC102725231
2324	NA	4.70e-01	0.6384	-0.721938	-0.4608627	16.96	FLT4	fms related receptor tyrosine kinase 4
105377769	NA	8.83e-01	0.7623	0.146834	0.1119376	11.22	TRIM7-AS2	TRIM7 antisense RNA 2
107986496	NA	6.44e-01	0.6044	-0.4619377	-0.2792098	18.41	TRIM7-AS1	TRIM7 antisense RNA 1
107986495	NA	7.90e-01	0.6385	0.2668813	0.1703938	16.54	LOC107986495	
101927703	NA	3.61e-02	0.9351	2.0959799	1.9598524	8.85	FOXCUT	FOXC1 upstream transcript
107986513	NA	9.08e-01	0.6917	0.1149434	0.0795114	13.73	LOC107986513	
105374888	NA	9.80e-01	0.6989	0.0247307	0.0172832	13.41	NQO2-AS1	NQO2 antisense RNA 1
101927759	NA	5.26e-01	0.7072	0.6339891	0.44838	13.32	LOC101927759	uncharacterized LOC101927759
107986556	NA	1.76e-01	0.6507	-1.3529534	-0.8803106	15.9	LOC107986556	uncharacterized LOC107986556
221749	NA	7.56e-01	0.5474	0.3107544	0.170115	21.94	PXDC1	PX domain containing 1
105374895	NA	7.58e-01	0.8523	-0.3086134	-0.2630268	9.39	LINC02533	long intergenic non-protein coding RNA 2533
101928047	NA	2.11e-01	0.8185	1.2510515	1.0240231	10.15	LOC101928047	uncharacterized LOC101928047
100124533	NA	7.92e-01	0.7575	-0.2637967	-0.1998215	11.6	SCARNA27	small Cajal body-specific RNA 27
100130275	NA	6.23e-01	0.489	0.4912582	0.2402344	27.98	TFAP2A-AS1	TFAP2A antisense RNA 1
2651	NA	6.86e-01	0.5607	-0.4043182	-0.2266987	21.11	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)
107986571	NA	5.33e-01	0.5066	-0.6238567	-0.3160647	25.55	LOC107986571	uncharacterized LOC107986571
105374947	NA	6.47e-01	0.5279	0.4584679	0.2420442	23.65	LOC105374947	uncharacterized LOC105374947
401236	NA	4.29e-01	0.9019	0.7910012	0.7133687	8.2	STMND1	stathmin domain containing 1
105374965	NA	3.58e-02	0.6176	2.0986394	1.2962099	20.73	LOC105374965	uncharacterized LOC105374965
105374968	NA	3.80e-01	0.5112	0.8775729	0.4486102	25.68	LOC105374968	uncharacterized LOC105374968
107986578	NA	4.85e-01	0.4721	-0.6987098	-0.3298736	29.93	LOC107986578	uncharacterized LOC107986578
8418	NA	1.83e-01	0.6302	-1.332717	-0.8399259	16.84	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
8351	NA	6.90e-01	0.8811	-0.3985308	-0.3511302	9.59	H3C4	H3 clustered histone 4
3007	NA	4.33e-01	0.9123	0.7832725	0.7145431	8.25	H1-3	H1.3 linker histone, cluster member
8345	NA	7.63e-01	0.5612	-0.3009229	-0.1688631	21.89	H2BC9	H2B clustered histone 9
54718	NA	2.86e-01	0.8239	1.0670582	0.879138	10.18	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene
100133205	NA	6.43e-01	0.7778	-0.4635295	-0.3605383	11.38	LINC00240	long intergenic non-protein coding RNA 240
8969	NA	9.85e-01	0.4972	0.0181949	0.0090474	26.93	H2AC11	H2A clustered histone 11
8294	NA	8.53e-01	0.8399	-0.184973	-0.1553613	9.65	H4C9	H4 clustered histone 9
8329	NA	6.08e-01	0.5428	0.5129359	0.2784312	23.56	H2AC13	H2A clustered histone 13
8363	NA	3.67e-01	0.7907	-0.9027803	-0.7138583	10.74	H4C11	H4 clustered histone 11
8362	NA	4.12e-01	0.6237	-0.8209254	-0.5120117	17.42	H4C12	H4 clustered histone 12
8341	NA	9.22e-01	0.6291	-0.0983578	-0.0618801	17.27	H2BC15	H2B clustered histone 15
8336	NA	8.82e-01	0.6388	0.1485148	0.0948638	16	H2AC17	H2A clustered histone 17
102724889	NA	8.86e-01	0.6302	0.1430188	0.0901248	16.53	LOC102724889	
414761	NA	3.20e-01	0.6157	0.9940649	0.612025	18.94	HCG15	HLA complex group 15
285830	NA	6.41e-01	0.6885	-0.466926	-0.3214587	14.38	HLA-F-AS1	HLA-F antisense RNA 1
54435	NA	5.53e-01	0.6348	0.5935151	0.3767919	16.56	HCG4	HLA complex group 4
